BattleType,ARandomTot,DRandomTot,EndingTot,Outcome,AWon,Supplies,AGenRank,AGenARBonus,AGenArmorBonus,AGenWeaponBonus,AGenFollowerBonus,AGenBannerBonus,AGenTrinketBonus,AAdvancedCombatDeck,ABeginARUnitBonus,ABeginMeleeBonus,ABeginRangedBonus,ABeginCavalryBonus,ABeginSoldiers,AEndARUnitBonus,AEndMeleeBonus,AEndRangedBonus,AEndCavalryBonus,AEndSoldiers,ARebelRivermenMercenaries,ARebelRangerOfForest,ARebelCourierRiders,ARebelMountainMen,ARebelAxemenOfVale,ARebelValeCavalry,ARebelLightWoodmen,ARebelWoodsmenArchers,ARebelRidersOfWood,ALightWoodmen,AGuardOfBeladimir,ABeladimirSpearmen,AWoodsmenArchers,AArchersOfBeladimir,ACoastalGuards,ARidersOfWood,ABeladimirCavalry,APlainsCavalry,AMountainMen,ALerastirShieldbearers,ALerastirSpears,APikesOfLerastir,AAxemenOfVale,ABowmenOfLerastir,ACrossbowmenOfSouth,AValeCavalry,ATerritoryGuardsmen,ALerastirPalaceCavalry,AShieldmaidensOfNorth,AMenoriadSpearmen,AAxemenOfWastes,AMenoriadArchers,ARangersOfForest,ACourierRiders,AMenoriadCavalry,ARoyalCavalry,AHuntersOfNorth,ARivermenMercenaries,ATotUnits,ATotReinforcements,AUpgrades,AUnitCas,ASoldierCas,AEndGenState,ATreasureReceived,AFaction,AShips,ARams,ASiegeTowers,ACatapults,MonType,MonCoinVal,MonARValue
Monster,52,49,33,Decisive Victory,1,None,5,2,0,1,0,0,1,1,63,14,21,28,50,42,8,16,18,43,0,0,0,0,0,0,0,0,0,2,0,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,None,1,7,Wounded,None,Beladimir,None,None,None,None,Troll,400,40
Monster,60,64,-45,Crushing Defeat,0,None,2,3,0,2,0,1,0,1,24,5,13,6,22,7,0,4,3,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,None,1,12,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,57,59,-24,Crushing Defeat,0,None,10,0,0,0,0,0,0,1,38,26,8,4,35,4,4,0,0,15,2,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,None,2,20,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,42,46,-19,Valiant Defeat,0,None,2,3,1,0,0,1,1,0,30,14,8,8,4,24,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,None,2,15,Slain,None,Rebel,None,None,None,None,Giant,500,50
Monster,69,37,31,Decisive Victory,1,None,1,1,0,0,0,0,1,1,27,8,8,11,3,24,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,None,0,3,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,65,51,23,Decisive Victory,1,None,4,3,0,0,0,2,1,1,32,16,8,8,8,24,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,None,0,4,Unharmed,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,33,56,-21,Crushing Defeat,0,None,4,1,0,0,0,1,0,0,67,29,22,16,16,48,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,None,4,31,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,46,64,12,Heroic Victory,1,None,8,1,0,0,0,1,0,1,41,26,9,6,34,28,20,5,3,26,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,63,60,26,Decisive Victory,1,None,9,3,0,1,0,2,0,1,51,18,18,15,11,36,12,12,12,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,None,1,8,Wounded,None,Rebel,None,None,None,None,Troll,400,40
Monster,51,44,40,Decisive Victory,1,None,1,4,1,2,0,1,0,0,78,40,18,20,46,43,21,8,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,12,2,None,2,14,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,71,71,6,Close Victory,1,None,7,0,0,0,0,0,0,1,59,21,16,22,7,48,16,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,None,1,13,Unharmed,None,Beladimir,None,None,None,None,Demon,700,60
Monster,53,48,40,Decisive Victory,1,None,1,1,0,0,0,1,0,1,83,26,21,36,24,58,16,21,21,14,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,None,1,10,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,40,59,52,Decisive Victory,1,None,1,0,0,0,0,0,0,0,90,26,20,44,60,68,22,20,26,46,2,2,7,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,None,2,14,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,75,75,88,Decisive Victory,1,None,4,1,0,1,1,0,0,0,113,46,30,37,47,99,46,26,27,43,1,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,None,0,4,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,58,60,11,Heroic Victory,1,None,1,1,0,1,0,0,0,1,41,18,10,13,36,30,10,10,10,29,1,1,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,None,1,7,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,38,43,18,Heroic Victory,1,None,9,1,0,0,0,0,1,1,63,29,12,22,29,32,12,12,8,18,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,None,1,11,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,68,49,96,Decisive Victory,1,None,9,4,0,2,0,2,0,0,114,64,34,16,52,64,32,16,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,13,4,None,3,21,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,45,57,-45,Crushing Defeat,0,None,4,0,0,0,0,0,0,0,23,4,9,10,7,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,None,1,12,Wounded,None,Beladimir,None,None,None,None,Demon,700,60
Monster,57,71,5,Close Victory,1,None,8,1,0,0,0,1,0,0,40,24,8,8,12,24,8,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,None,1,9,Wounded,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,54,59,44,Decisive Victory,1,None,1,1,0,0,0,1,0,1,107,57,20,30,38,88,48,20,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,10,5,None,1,9,Slain,None,Lerastir,None,None,None,None,Demon,700,60
Monster,51,62,-4,Close Defeat,0,None,10,2,0,1,0,1,0,1,15,4,4,7,3,12,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,None,0,6,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,64,38,29,Decisive Victory,1,None,5,0,0,0,0,0,0,0,48,12,18,18,7,36,12,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,None,0,4,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,58,52,52,Decisive Victory,1,None,6,0,0,0,0,0,0,1,80,40,20,20,34,51,23,16,12,23,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,None,1,11,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,69,49,17,Heroic Victory,1,None,2,1,0,0,0,1,0,1,14,6,5,3,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,None,0,3,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,44,57,46,Decisive Victory,1,None,5,1,0,1,0,0,0,1,83,29,22,32,51,62,26,12,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,3,4,2,0,0,0,0,0,0,0,0,0,0,14,2,None,1,11,Unharmed,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,64,65,64,Decisive Victory,1,None,9,1,0,0,0,1,0,0,105,42,40,23,35,73,30,20,23,18,0,2,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,None,2,17,Unharmed,None,Rebel,None,None,None,None,Giant,500,50
Monster,68,54,69,Decisive Victory,1,None,1,2,0,0,0,2,0,1,92,30,28,34,40,68,24,20,24,28,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,None,1,12,Wounded,None,Beladimir,None,None,None,None,Troll,400,40
Monster,48,64,1,Draw,0,None,2,1,0,0,0,1,0,0,34,18,8,8,8,24,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,None,1,13,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,61,66,35,Decisive Victory,1,None,1,1,1,0,0,0,0,0,108,56,22,30,55,83,35,18,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,2,3,0,0,0,15,3,None,2,15,Unharmed,None,Menoriad,None,None,None,None,Dragon,1400,70
Monster,62,41,97,Decisive Victory,1,None,4,2,1,0,0,1,0,1,130,62,38,30,50,88,48,20,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,13,5,None,2,20,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,52,50,79,Decisive Victory,1,None,5,3,2,0,0,0,1,0,109,48,24,37,43,75,28,24,23,23,1,0,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,None,2,20,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,61,54,92,Decisive Victory,1,None,10,3,2,0,0,1,0,0,112,56,16,40,69,70,38,12,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,0,5,2,2,0,0,0,0,0,0,0,0,0,0,19,2,None,2,19,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,63,70,0,Draw,0,None,10,3,0,0,0,2,1,1,24,5,8,11,18,4,0,4,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,38,65,27,Decisive Victory,1,None,1,2,0,0,0,1,1,1,111,53,26,32,71,83,35,22,26,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,19,2,None,1,13,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,55,48,22,Decisive Victory,1,None,9,0,0,0,0,0,0,0,66,26,20,20,4,60,20,20,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,None,1,12,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,56,55,88,Decisive Victory,1,None,6,0,0,0,0,0,0,0,111,43,27,41,72,75,31,18,26,60,0,0,0,0,0,0,0,0,0,0,3,4,1,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,None,1,12,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,55,51,50,Decisive Victory,1,None,9,2,2,0,0,0,0,0,85,36,30,19,49,75,36,20,19,46,1,3,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,None,0,3,Wounded,None,Rebel,None,None,None,None,Giant,500,50
Monster,49,44,13,Heroic Victory,1,None,2,1,0,0,0,0,1,0,45,16,12,17,7,36,12,12,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,52,45,-15,Valiant Defeat,0,None,8,0,0,0,0,0,0,1,10,10,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,None,1,7,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,57,54,58,Decisive Victory,1,None,2,0,0,0,0,0,0,0,93,32,30,31,39,65,20,20,25,26,1,1,1,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,None,1,13,Wounded,None,Rebel,None,None,None,None,Troll,400,40
Monster,54,67,-47,Crushing Defeat,0,None,4,1,1,0,0,0,0,1,21,13,4,4,8,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,None,1,11,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,58,70,63,Decisive Victory,1,None,1,3,1,1,0,1,0,1,111,44,34,33,55,85,34,26,25,40,2,1,3,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,None,2,15,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,48,58,46,Decisive Victory,1,None,10,3,0,1,0,2,0,1,73,38,24,11,57,43,24,12,7,47,2,4,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,None,1,10,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,49,59,41,Decisive Victory,1,None,4,3,1,0,0,2,0,0,64,24,18,22,32,43,13,8,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,2,0,0,0,9,2,None,1,10,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,33,60,39,Decisive Victory,1,None,5,1,0,0,0,1,0,1,120,62,36,22,73,81,36,26,19,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,1,0,2,6,19,3,None,2,16,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,53,47,55,Decisive Victory,1,None,3,1,0,0,0,1,0,0,65,36,14,15,45,46,24,10,12,35,1,1,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,None,1,10,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,45,47,29,Decisive Victory,1,None,9,0,0,0,0,0,0,1,52,16,20,16,15,44,16,16,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,None,0,4,Unharmed,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,65,72,50,Decisive Victory,1,None,8,1,0,0,0,1,0,0,78,24,25,29,25,57,16,16,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,7,4,None,1,12,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,49,56,65,Decisive Victory,1,None,9,0,0,0,0,0,0,0,93,33,47,13,73,73,25,35,13,62,0,0,0,0,0,0,0,0,0,3,1,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,None,1,11,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,57,66,87,Decisive Victory,1,None,3,1,0,0,0,1,0,1,112,56,32,24,54,88,42,26,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,2,0,2,2,14,4,None,1,11,Unharmed,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,70,50,41,Decisive Victory,1,None,5,3,2,0,0,1,0,0,53,21,16,16,4,48,16,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,None,1,10,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,54,53,58,Decisive Victory,1,None,10,1,0,0,0,0,1,1,106,48,22,36,57,92,44,22,26,48,1,1,2,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,None,1,9,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,54,53,39,Decisive Victory,1,None,2,4,1,0,0,1,2,0,82,42,20,20,20,72,32,20,20,15,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,None,0,5,Unharmed,None,Rebel,None,None,None,None,Giant,500,50
Monster,61,44,75,Decisive Victory,1,None,6,1,0,0,0,1,0,1,81,32,18,31,53,64,24,18,22,41,2,1,1,3,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,None,1,12,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,47,44,98,Decisive Victory,1,None,10,1,0,0,0,1,0,1,144,45,43,56,72,98,30,26,42,52,0,0,0,0,0,0,0,0,0,2,3,1,3,3,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,None,2,20,Unharmed,None,Beladimir,None,None,None,None,Demon,700,60
Monster,37,62,-56,Crushing Defeat,0,None,3,1,0,1,0,0,0,1,35,13,8,14,7,24,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,None,2,17,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,54,57,115,Decisive Victory,1,None,6,1,0,1,0,0,0,1,151,63,48,40,72,86,40,26,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,2,2,1,2,0,0,0,0,0,0,0,0,0,0,19,5,None,3,24,Unharmed,None,Lerastir,None,None,None,None,Troll,400,40
Monster,47,52,96,Decisive Victory,1,None,10,2,2,0,0,0,0,0,129,38,38,53,53,85,29,25,31,33,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,None,2,20,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,68,54,6,Close Victory,1,None,1,3,1,2,0,0,0,0,18,10,4,4,4,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,None,0,4,Wounded,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,68,52,69,Decisive Victory,1,None,8,2,0,1,1,1,0,0,63,35,10,18,37,48,24,10,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,10,1,None,0,6,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,60,52,67,Decisive Victory,1,None,10,0,0,0,0,0,0,1,89,44,20,25,73,81,44,12,25,69,2,2,2,1,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,None,0,4,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,57,41,101,Decisive Victory,1,None,5,1,0,0,0,1,0,1,129,46,56,27,69,112,29,56,27,62,0,0,0,0,0,0,0,0,0,2,2,2,2,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,None,1,7,Wounded,None,Beladimir,None,None,None,None,Giant,500,50
Monster,35,61,21,Decisive Victory,1,None,7,3,0,2,0,0,1,1,87,38,29,20,24,60,20,20,20,10,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,None,2,14,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,64,55,47,Decisive Victory,1,None,4,1,0,0,0,1,0,0,73,29,28,16,60,39,12,14,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,2,1,1,2,2,16,0,None,1,10,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,57,63,-24,Crushing Defeat,0,None,9,0,0,0,0,0,0,1,23,6,11,6,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,4,0,None,1,10,Unharmed,None,Menoriad,None,None,None,None,Giant,500,50
Monster,59,66,37,Decisive Victory,1,None,3,2,1,1,0,0,0,0,109,33,40,36,59,97,27,40,30,54,0,0,0,0,0,0,0,0,0,1,1,2,3,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,None,0,5,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,64,40,18,Heroic Victory,1,None,5,2,0,0,0,1,1,1,57,23,22,12,16,42,18,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,None,0,4,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,78,50,62,Decisive Victory,1,None,10,0,0,0,0,0,0,0,44,13,12,19,14,29,13,8,8,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,None,0,6,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,57,59,54,Decisive Victory,1,None,8,1,0,0,0,1,0,1,67,26,28,13,60,50,16,24,10,49,2,2,3,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,None,1,11,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,43,51,2,Draw,0,None,3,2,0,0,0,2,0,1,75,25,21,29,43,43,25,4,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,1,3,1,0,12,1,None,1,11,Unharmed,None,Menoriad,None,None,None,None,Dragon,1400,70
Monster,48,67,62,Decisive Victory,1,None,10,0,0,0,0,0,0,0,91,40,20,31,70,70,28,14,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,4,2,4,19,0,None,1,10,Slain,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,63,46,74,Decisive Victory,1,None,7,0,0,0,0,0,0,1,90,39,19,32,58,59,18,15,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,2,1,3,1,2,16,1,None,1,12,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,48,59,54,Decisive Victory,1,None,2,1,0,0,0,0,1,0,102,38,34,30,34,64,24,20,20,20,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,None,2,14,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,63,55,36,Decisive Victory,1,None,8,0,0,0,0,0,0,1,70,17,21,32,24,46,12,16,18,16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,None,1,8,Wounded,None,Beladimir,None,None,None,None,Giant,500,50
Monster,57,54,67,Decisive Victory,1,None,9,0,0,0,0,0,0,1,85,40,24,21,59,62,24,20,18,49,0,2,3,3,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,None,1,10,Wounded,None,Rebel,None,None,None,None,Hobgoblin,300,30
